title_id,order,aka_title,region,language,additional_attrs,is_original_title
tt0305472,12,That '80s Show,PH,en,\N,0
tt0305472,13,That '80s Show,DE,\N,\N,0
tt0305472,14,That '80s Show,PL,\N,\N,0
tt0305472,15,That '80s Show,SG,en,\N,0
tt0305472,16,That '80s Show,US,\N,\N,0
tt0305472,1,Eighties,US,\N,\N,0
tt0305472,2,Шоу 80-х,RU,\N,\N,0
tt0305472,3,That '80s Show,AU,\N,\N,0
tt0305472,4,That '80s Show,BR,\N,\N,0
tt0305472,5,That '80s Show,FR,\N,\N,0
tt0305472,6,80's Show,FI,\N,\N,0
tt0305472,7,That '80s Show,IT,\N,\N,0
tt0305472,8,That '80s Show,MX,\N,\N,0
tt0305472,9,That '80s Show,\N,\N,\N,1
tt0310140,1,Sexy Sirens,\N,\N,\N,1
tt0310140,2,Sexy Sirens,US,\N,\N,0
tt0314810,1,Die Türe,CH,\N,\N,0
tt0319480,1,Hafta Vasuli,IN,\N,\N,0
tt0324120,1,Fino allo Spasimo,IT,\N,\N,0
tt0324120,2,Conspiração em Surabaya,BR,\N,\N,0
tt0324120,3,Surabaya Conspiracy,FR,\N,\N,0
tt0324120,4,The Gold Seekers,US,\N,\N,0
tt0324120,5,Surabaya Conspiracy,\N,\N,\N,1
tt0324120,6,Surabaya Conspiracy,PH,\N,\N,0
tt0324120,7,Deadly Game,DK,\N,video box title,0
tt0324120,8,Surabaya kuppen,SE,\N,\N,0
tt0324120,9,Stoney,US,\N,new title,0
tt0328788,1,Power Stone,GB,\N,\N,0
tt0328788,2,Power Stone,\N,\N,\N,1
tt0328788,3,Magiczny kamień,PL,\N,\N,0
tt0328788,4,Power Stone,JP,\N,\N,0
tt0333416,1,Eodun bam eodun goshe,\N,\N,\N,1
tt0333416,2,"Dark Night, Dark Place",XWW,en,\N,0
tt0333416,3,Eodun bam eodun goshe,KR,\N,\N,0
tt0338027,1,Figlio di penna,IT,\N,\N,0
tt0338027,2,Figlio di penna,\N,\N,\N,1
tt0342958,1,Samsø - februar 1997,DK,\N,\N,0
tt0342958,2,Samsø - februar 1997,\N,\N,\N,1
tt0347574,1,A Motor-Boat Party,US,\N,\N,0
tt0347574,2,A Motor-Boat Party,\N,\N,\N,1
tt0352183,1,Asura Samhaaram,IN,\N,\N,0
tt0356803,1,Kunjikkoonan,IN,\N,\N,0
tt0361412,1,Bright Tails 5,\N,\N,\N,1
tt0361412,2,Bright Tails 5,US,\N,\N,0
tt0366082,1,"Rock Me, Baby",US,\N,\N,0
tt0366082,2,"Rock Me, Baby",\N,\N,\N,1
tt0370766,1,El gran cazador,ES,\N,\N,0
tt0370766,2,Igdenbu,\N,\N,\N,1
tt0370766,3,Igdenbu,SUHH,\N,\N,0
tt0375425,1,Reina por un día,\N,\N,\N,1
tt0375425,2,Reina por un día,ES,\N,\N,0
tt0380054,1,The Wait,US,\N,\N,0
tt0380054,2,The Wait,\N,\N,\N,1
tt0384991,1,Heat After Dark,US,\N,\N,0
tt0384991,2,heat after dark,JP,ja,\N,0
tt0384991,3,Ночная схватка,RU,\N,\N,0
tt0384991,4,Heat After Dark,\N,\N,\N,1
tt0384991,5,Heat After Dark,GB,\N,\N,0
tt0389620,1,Focus,US,\N,\N,0
tt0389620,2,Focus,\N,\N,\N,1
tt0394230,1,Home Is Where the Heat Is,US,\N,\N,0
tt0398896,1,Crash Pad!,US,\N,\N,0
tt0398896,2,Crash Pad! and the One Arm Bandit,\N,\N,longer version,0
tt0398896,3,Crash Pad!,\N,\N,\N,1
tt0403508,10,Джинсы - талисман,RU,\N,\N,0
tt0403508,11,Quatre filles et un jean,CA,fr,\N,0
tt0403508,12,Fire veninder - et par jeans,DK,\N,\N,0
tt0403508,13,Eine für 4,DE,\N,\N,0
tt0403508,14,Tình Chị Em,VN,\N,\N,0
tt0403508,15,Quatre filles et un jean,FR,\N,\N,0
tt0403508,16,Stowarzyszenie wędrujących dżinsów,PL,\N,\N,0
tt0403508,17,Un verano en pantalones,MX,\N,\N,0
tt0403508,18,Sestrstvo potujocih hlac,SI,\N,\N,0
tt0403508,19,Женско братство,BG,bg,\N,0
tt0403508,1,Čarobne hlače,HR,\N,\N,0
tt0403508,20,Quatro Amigas e um Jeans Viajante,BR,\N,\N,0
tt0403508,21,The Sisterhood of the Traveling Pants,IN,hi,\N,0
tt0403508,22,Systrar i jeans,SE,\N,\N,0
tt0403508,23,Un verano en pantalones,AR,\N,\N,0
tt0403508,24,Négyen egy gatyában,HU,\N,\N,0
tt0403508,25,Patru prietene si o pereche de blugi,RO,\N,\N,0
tt0403508,26,Uno para todas,ES,\N,\N,0
tt0403508,27,The Sisterhood of the Traveling Pants,CA,en,\N,0
tt0403508,28,The Sisterhood of the Traveling Pants,US,\N,\N,0
tt0403508,29,Ένα μπλου τζιν για τέσσερις,GR,\N,\N,0
tt0403508,2,Ena blue jean gia tesseris,GR,\N,\N,0
tt0403508,30,4 amiche e un paio di jeans,IT,\N,\N,0
tt0403508,3,Keliaujančių kelnių seserija,LT,\N,\N,0
tt0403508,4,旅するジーンズと16歳の夏,JP,ja,\N,0
tt0403508,5,The Sisterhood of the Travelling Pants,GB,\N,\N,0
tt0403508,6,Neljä tyttöä ja maagiset farkut,FI,\N,\N,0
tt0403508,7,The Sisterhood of the Traveling Pants,\N,\N,\N,1
tt0403508,8,The Sisterhood of the Travelling Pants,AU,\N,\N,0
tt0403508,9,The Sisterhood of the Traveling Pants,IN,en,\N,0
tt0408133,1,Raul - Diritto di uccidere,\N,\N,\N,1
tt0408133,2,Raul - Diritto di uccidere,IT,\N,\N,0
tt0408133,3,Raul: Straight to Kill,XWW,en,literal title,0
tt0408133,4,Raul - A gyilkolás joga,HU,\N,\N,0
tt0408133,5,Raul,IT,\N,\N,0
tt0412734,1,Flops 101: Lessons from the Biz,\N,\N,\N,1
tt0412734,2,Flops 101: Lessons from the Biz,US,\N,\N,0
tt0417374,1,Viewfinder,CA,\N,\N,0
tt0421990,1,Cinesound Varieties,\N,\N,\N,1
tt0421990,2,South Sea Varieties,GB,\N,\N,0
tt0421990,3,Cinesound Varieties,AU,\N,\N,0
tt0426590,1,Sugar,US,\N,\N,0
tt0426590,2,Sugar,\N,\N,\N,1
tt0426590,3,Sugar,GB,\N,\N,0
tt0431201,1,Kizim duymasin,TR,\N,\N,0
tt0435827,1,Onésime pratique l'uppercut,FR,\N,\N,0
tt0435827,2,Simple Simon as a Boxing Champion,GB,\N,review title,0
tt0435827,3,Onésime boxeur,FR,\N,\N,0
tt0435827,4,Onésime champion de boxe,\N,\N,\N,1
tt0440437,1,Goo Girls 16,\N,\N,\N,1
tt0440437,2,Goo Girls 16,US,\N,\N,0
tt0445049,1,Right Hook: A Tall Tail,CA,\N,\N,0
tt0449700,1,A Conquista Que Não Fiz,BR,\N,\N,0
tt0449700,2,A Conquista Que Não Fiz,\N,\N,\N,1
tt0454341,1,Enigma,\N,\N,\N,1
tt0454341,2,Enigma,ES,\N,\N,0
tt0458951,1,Slexy 2,US,\N,\N,0
tt0458951,2,Slexy 2,\N,\N,\N,1
tt0463568,1,Lex Steele XXX 5,\N,\N,\N,1
tt0463568,2,Lex Steele XXX 5,US,\N,\N,0
tt0468193,1,Twelve Hours to Live,US,\N,\N,0
tt0468193,2,Twelve Hours to Live,\N,\N,\N,1
tt0472813,1,"Harry Hill, der Herr der Welt",\N,\N,\N,1
tt0472813,2,"Harry Hill, der Herr der Welt",DE,\N,\N,0
tt0477472,1,Соло,RU,\N,\N,0
tt0477472,2,Solo,GB,\N,\N,0
tt0477472,3,More Dead Men,GB,\N,\N,0
tt0477472,4,Solo,\N,\N,\N,1
tt0477472,5,Solo,AU,\N,\N,0
tt0482123,1,Rock & Rye,US,\N,\N,0
tt0482123,2,Rock & Rye,\N,\N,\N,1
tt0486777,1,Muerte civil,AR,\N,\N,0
tt0491388,1,Fugleelskerne,NO,\N,\N,0
tt0491388,2,Fugleelskerne,\N,\N,\N,1
tt0496005,1,The Final Game,US,\N,\N,0
tt0496005,2,The Final Game,\N,\N,\N,1
tt0510233,1,Episodio #16.5,IT,it,\N,0
tt0510233,2,Folge #16.5,DE,de,\N,0
tt0510233,3,एपिसोड #16.5,IN,hi,\N,0
tt0510233,4,エピソード #16.5,JP,ja,\N,0
tt0510233,5,Épisode #16.5,FR,fr,\N,0
tt0510233,6,Episódio #16.5,PT,pt,\N,0
tt0510233,7,Episodio #16.5,ES,es,\N,0
tt0519362,1,The Last of the Night Raiders,US,\N,\N,0
tt0524124,1,Episodio #2.21,ES,es,\N,0
tt0524124,2,Folge #2.21,DE,de,\N,0
tt0524124,3,एपिसोड #2.21,IN,hi,\N,0
tt0524124,4,Episódio #2.21,PT,pt,\N,0
tt0524124,5,Épisode #2.21,FR,fr,\N,0
tt0524124,6,エピソード #2.21,JP,ja,\N,0
tt0524124,7,Episodio #2.21,IT,it,\N,0
tt0528680,1,エピソード #1.1547,JP,ja,\N,0
tt0528680,2,एपिसोड #1.1547,IN,hi,\N,0
tt0528680,3,Episodio #1.1547,ES,es,\N,0
tt0528680,4,Episódio #1.1547,PT,pt,\N,0
tt0528680,5,Episodio #1.1547,IT,it,\N,0
tt0528680,6,Épisode #1.1547,FR,fr,\N,0
tt0528680,7,Folge #1.1547,DE,de,\N,0
tt0533213,1,Episodio #2.11,IT,it,\N,0
tt0533213,2,Folge #2.11,DE,de,\N,0
tt0533213,3,エピソード #2.11,JP,ja,\N,0
tt0533213,4,एपिसोड #2.11,IN,hi,\N,0
tt0533213,5,Épisode #2.11,FR,fr,\N,0
tt0533213,6,Episódio #2.11,PT,pt,\N,0
tt0533213,7,Episodio #2.11,ES,es,\N,0
tt0546853,1,Folge #1.5804,DE,de,\N,0
tt0546853,2,エピソード #1.5804,JP,ja,\N,0
tt0546853,3,Episódio #1.5804,PT,pt,\N,0
tt0546853,4,एपिसोड #1.5804,IN,hi,\N,0
tt0546853,5,Episodio #1.5804,ES,es,\N,0
tt0546853,6,Épisode #1.5804,FR,fr,\N,0
tt0546853,7,Episodio #1.5804,IT,it,\N,0
tt0551400,1,The Benadryl Brownie,US,\N,\N,0
tt0555965,1,Episódio datado de 11 Maio de 1990,PT,pt,\N,0
tt0555965,2,Episodio fechado 11 mayo 1990,ES,es,\N,0
tt0555965,3,Épisode datant du 11 mai 1990,FR,fr,\N,0
tt0555965,4,Folge vom 11. Mai 1990,DE,de,\N,0
tt0555965,5,11 मई 1990 को प्रसारित एपिसोड,IN,hi,\N,0
tt0555965,6,1990年5月11日 のエピソード,JP,ja,\N,0
tt0555965,7,Episodio datato 11 maggio 1990,IT,it,\N,0
tt0560503,1,"Maureen O'Hara, Shirley MacLaine, Howard Keel, Robert Wagner",US,\N,\N,0
tt0565101,1,A Candle in the Window,US,\N,\N,0
tt0574310,1,Wine and Die,US,\N,\N,0
tt0587976,1,The Way,US,\N,\N,0
tt0597129,1,One for the Road,US,\N,\N,0
tt0610738,1,One House and a Baby,US,\N,\N,0
tt0615287,1,Episodio fechado 6 junio 1994,ES,es,\N,0
tt0615287,2,1994年6月6日 のエピソード,JP,ja,\N,0
tt0615287,3,6 जून 1994 को प्रसारित एपिसोड,IN,hi,\N,0
tt0615287,4,Épisode datant du 6 juin 1994,FR,fr,\N,0
tt0615287,5,Episódio datado de 6 Junho de 1994,PT,pt,\N,0
tt0615287,6,Episodio datato 6 giugno 1994,IT,it,\N,0
tt0615287,7,Folge vom 6. Juni 1994,DE,de,\N,0
tt0624467,1,The Clones,US,\N,\N,0
tt0629009,1,Death Row: Part 2,US,\N,\N,0
tt0633586,1,Episodio datato 18 febbraio 2004,IT,it,\N,0
tt0633586,2,Episodio fechado 18 febrero 2004,ES,es,\N,0
tt0633586,3,Folge vom 18. Februar 2004,DE,de,\N,0
tt0633586,4,Episódio datado de 18 Fevereiro de 2004,PT,pt,\N,0
tt0633586,5,Épisode datant du 18 février 2004,FR,fr,\N,0
tt0633586,6,2004年2月18日 のエピソード,JP,ja,\N,0
tt0633586,7,18 फ़रवरी 2004 को प्रसारित एपिसोड,IN,hi,\N,0
tt0638106,1,Mugger Murder,US,\N,\N,0
tt0642624,1,Episódio #1.6,PT,pt,\N,0
tt0642624,2,एपिसोड #1.6,IN,hi,\N,0
tt0642624,3,Épisode #1.6,FR,fr,\N,0
tt0642624,4,Episodio #1.6,IT,it,\N,0
tt0642624,5,エピソード #1.6,JP,ja,\N,0
tt0642624,6,Episodio #1.6,ES,es,\N,0
tt0642624,7,Folge #1.6,DE,de,\N,0
tt0647164,1,Folge #3.6,DE,de,\N,0
tt0647164,2,Episodio #3.6,ES,es,\N,0
tt0647164,3,Episodio #3.6,IT,it,\N,0
tt0647164,4,एपिसोड #3.6,IN,hi,\N,0
tt0647164,5,Épisode #3.6,FR,fr,\N,0
tt0647164,6,Episódio #3.6,PT,pt,\N,0
tt0647164,7,エピソード #3.6,JP,ja,\N,0
tt0656261,1,Curt Russell,US,\N,\N,0
tt0660869,1,The Return of the Sorcerer,US,\N,\N,0
tt0665436,1,Friends in High Places,GB,\N,\N,0
tt0670024,1,23 अक्टूबर 2004 को प्रसारित एपिसोड,IN,hi,\N,0
tt0670024,2,2004年10月23日 のエピソード,JP,ja,\N,0
tt0670024,3,Episodio datato 23 ottobre 2004,IT,it,\N,0
tt0670024,4,Épisode datant du 23 octobre 2004,FR,fr,\N,0
tt0670024,5,Folge vom 23. Oktober 2004,DE,de,\N,0
tt0670024,6,Episodio fechado 23 octubre 2004,ES,es,\N,0
tt0670024,7,Episódio datado de 23 Outubro de 2004,PT,pt,\N,0
tt0683784,1,Episódio #3.2,PT,pt,\N,0
tt0683784,2,Episodio #3.2,IT,it,\N,0
